result,state,turn
D,BBBOOOOOOOOBOOOOBBOBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,BBBOOOOOOOOBOOOOBBOBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,BBBOOOOOOOOBOOOBOBOBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,BBBOOOOOOOOBOOOBOBOBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,OBBOOOOOOOOBOOOBOBBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,OBBOOOOOOOOBOOOBOBBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,OBBOOOOOOBOOOOOBOBBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,OBBOOOOOOBOOOOOBOBBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,BOBOOOOOOBOOOOOBOBBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,BOBOOOOOOBOOOOOBOBBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,BBOOOOOOOBOOOOOBOBBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,BBOOOOOOOBOOOOOBOBBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,BBOOOOOOOBOOOOOBOBBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBOBOOOOBOBBBOOOOOO,W
D,BBOOOOOOOBOOOOOBOBBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBOBOOOOBOBBBOOOOOO,B
D,BOOOOOOOOBBOOOOBOBBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBOBOOOOBOBBBOOOOOO,W
D,BOOOOOOOOBBOOOOBOBBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBOBOOOOBOBBBOOOOOO,B
D,BOOOOOOOOBOBOOOBOBBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBOBOOOOBOBBBOOOOOO,W
D,BOOOOOOOOBOBOOOBOBBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBOBOOOOBOBBBOOOOOO,B
D,OBOOOOOOOBOBOOOBOBBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBOBOOOOBOBBBOOOOOO,W
D,OBOOOOOOOBOBOOOBOBBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBOBOOOOBOBBBOOOOOO,B
D,OOOOOOOOOBBBOOOBOBBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBOBOOOOBOBBBOOOOOO,W
D,OOOOOOOOOBBBOOOBOBBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBOBOOOOBOBBBOOOOOO,B
D,OOOOOOOOOBBBOOOBBOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBOBOOOOBOBBBOOOOOO,W
D,OOOOOOOOOBBBOOOBBOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBOBOOOOBOBBBOOOOOO,B
D,OOOOOOOOOBBBOOOBBOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,OOOOOOOOOBBBOOOBBOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,OBOOOOOOOBOBOOOBBOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,OBOOOOOOOBOBOOOBBOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,BOOOOOOOOBOBOOOBBOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,BOOOOOOOOBOBOOOBBOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,BOOOOOOOOBOBOOOBBOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOBBBBOOOOOO,W
D,BOOOOOOOOBOBOOOBBOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOBBBBOOOOOO,B
D,OBOOOOOOOBOBOOOBBOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOBBBBOOOOOO,W
D,OBOOOOOOOBOBOOOBBOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOBBBBOOOOOO,B
D,OOOOOOOOOBBBOOOBBOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOBBBBOOOOOO,W
D,OOOOOOOOOBBBOOOBBOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOBBBBOOOOOO,B
D,OOOOOOOOOBBBOOOBBOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,OOOOOOOOOBBBOOOBBOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,OBOOOOOOOBOBOOOBBOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,OBOOOOOOOBOBOOOBBOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,BOOOOOOOOBOBOOOBBOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,BOOOOOOOOBOBOOOBBOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,BOOOOOOOOBOBOOOBBOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,BOOOOOOOOBOBOOOBBOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,OBOOOOOOOBOBOOOBBOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,OBOOOOOOOBOBOOOBBOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,OOOOOOOOOBBBOOOBBOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,OOOOOOOOOBBBOOOBBOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,BOOOOOOOOOBBOOOBBOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,BOOOOOOOOOBBOOOBBOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,OBOOOOOOOOBBOOOBBOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,OBOOOOOOOOBBOOOBBOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,OBOOOOOBOOBBOOOBOOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,OBOOOOOBOOBBOOOBOOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,BOOOOOOBOOBBOOOBOOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,BOOOOOOBOOBBOOOBOOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,OOOOOOOBOBBBOOOBOOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,OOOOOOOBOBBBOOOBOOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,OOOOOOOOBBBBOOOBOOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,OOOOOOOOBBBBOOOBOOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,OBOOOOOOBBOBOOOBOOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,OBOOOOOOBBOBOOOBOOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,BOOOOOOOBBOBOOOBOOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,BOOOOOOOBBOBOOOBOOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,BOOOOOOOBBOBOOOBOOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,BOOOOOOOBBOBOOOBOOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,OBOOOOOOBBOBOOOBOOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,OBOOOOOOBBOBOOOBOOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,OOOOOOOOBBBBOOOBOOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,OOOOOOOOBBBBOOOBOOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,OOOOOOOOBBBBOOOBOOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOBBBBOOOOOO,W
D,OOOOOOOOBBBBOOOBOOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOBBBBOOOOOO,B
D,OBOOOOOOBBOBOOOBOOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOBBBBOOOOOO,W
D,OBOOOOOOBBOBOOOBOOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOBBBBOOOOOO,B
D,BOOOOOOOBBOBOOOBOOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOBBBBOOOOOO,W
D,BOOOOOOOBBOBOOOBOOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOBBBBOOOOOO,B
D,BOOOOOOOBBOBOOOBOOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,BOOOOOOOBBOBOOOBOOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,OBOOOOOOBBOBOOOBOOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,OBOOOOOOBBOBOOOBOOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,OOOOOOOOBBBBOOOBOOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,OOOOOOOOBBBBOOOBOOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,OOOOOOBOOBBBOOOBOOBBOOOWOBBOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,OOOOOOBOOBBBOOOBOOBBOOOWOBBOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,OOOOOOBOBBBBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,OOOOOOBOBBBBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,OOOOOOBBOBBBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,OOOOOOBBOBBBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,OOOOOOBOOBBBOOOBBOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,OOOOOOBOOBBBOOOBBOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,OBOOOOBOOBOBOOOBBOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,OBOOOOBOOBOBOOOBBOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,BOOOOOBOOBOBOOOBBOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,BOOOOOBOOBOBOOOBBOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,BOOOOOBBOBOBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,BOOOOOBBOBOBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,OBOOOOBBOBOBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,OBOOOOBBOBOBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,OOBOOOBBOBOBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,OOBOOOBBOBOBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,BOOOOOBBOBOBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,BOOOOOBBOBOBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,OBOOOOBBOBOBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,OBOOOOBBOBOBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,OOOOOOBBOBBBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,OOOOOOBBOBBBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,OOOOOOBOOBBBOOOBBOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,OOOOOOBOOBBBOOOBBOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,OBOOOOBOOBOBOOOBBOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,OBOOOOBOOBOBOOOBBOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,BOOOOOBOOBOBOOOBBOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,W
D,BOOOOOBOOBOBOOOBBOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOOB,B
D,BOOOOOBOOBOBOOOBBOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,BOOOOOBOOBOBOOOBBOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,OBOOOOBOOBOBOOOBBOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,OBOOOOBOOBOBOOOBBOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,OOOOOOBOOBBBOOOBBOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,OOOOOOBOOBBBOOOBBOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,OOOOOOBBOBBBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,OOOOOOBBOBBBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,OOOOOOBOBBBBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,OOOOOOBOBBBBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,OBOOOOBOBBOBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,OBOOOOBOBBOBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,BOOOOOBOBBOBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,BOOOOOBOBBOBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,BOOOOOBBOBOBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,BOOOOOBBOBOBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,OBOOOOBBOBOBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,OBOOOOBBOBOBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,OOBOOOBBOBOBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,OOBOOOBBOBOBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,BOOOOOBBOBOBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,BOOOOOBBOBOBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,OBOOOOBBOBOBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,OBOOOOBBOBOBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,OOOOOOBBOBBBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,OOOOOOBBOBBBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,OOOOOOBOOBBBOOOBBOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,OOOOOOBOOBBBOOOBBOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,OBOOOOBOOBOBOOOBBOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,OBOOOOBOOBOBOOOBBOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,BOOOOOBOOBOBOOOBBOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,W
D,BOOOOOBOOBOBOOOBBOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOOOBBBOOOOBO,B
D,BOOOOOBOOBOBOOOBBOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,BOOOOOBOOBOBOOOBBOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,OBOOOOBOOBOBOOOBBOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,OBOOOOBOOBOBOOOBBOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,OOOOOOBOOBBBOOOBBOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,OOOOOOBOOBBBOOOBBOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,OOOOOOBBOBBBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,OOOOOOBBOBBBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,OOOOOOBOBBBBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,OOOOOOBOBBBBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,OBOOOOBOBBOBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,OBOOOOBOBBOBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,BOOOOOBOBBOBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,BOOOOOBOBBOBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,BOOOOOBBOBOBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,BOOOOOBBOBOBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
D,OBOOOOBBOBOBOOOBOOBBOOOWOBOOOWWOOOOOOOOOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,W
D,OBOOOOBBOBOBOOOBOOBBOOOWOBOOOOWOOOOOOOWOKOWOOOOWOOWOOOOOWWOOOBOBBOOOOOBOBBBOOOOOO,B
